data,concessoes_milhoes,inadimplencia_nao_consignado_pct,juros_nao_consignado_pct_mes,saldo_nao_consignado_milhoes,inadimplencia_consignado_pct,selic_pct_mes,ipca_pct_mes,concessoes_media_movel_3m,concessoes_var_12m_pct_mm3,concessoes_media_movel_6m,concessoes_var_12m_pct_mm6,concessoes_var_12m_pct,saldo_var_12m_pct,inadimplencia_var_12m_pp,diferencial_inadimplencia_pp,premio_sobre_selic_pp,indice_precos_ipca,concessoes_reais_milhoes,saldo_real_milhoes,concessoes_reais_media_movel_3m,concessoes_reais_var_12m_pct_mm3,concessoes_reais_media_movel_6m,concessoes_reais_var_12m_pct_mm6,concessoes_reais_var_12m_pct,saldo_real_var_12m_pct,limite_neutro_concessoes_pct,limite_neutro_inadimplencia_pp,janela_media_movel_meses,percentil_neutro,modo_limite,movimento_concessoes_real,movimento_inadimplencia,cenario_principal
2012-11-01,6794,8.8,4.33,90505,2.7,0.55,0.6,6703.666666666667,0.4595634147559924,6941.5,3.6225213345607576,0.4595634147559924,15.457723120885847,0.41999999999999993,6.1000000000000005,3.7800000000000002,1.1003693899261564,14072.449257876628,187463.5001595708,13965.280944480452,-4.718985932435993,14581.639230487986,-1.5391742085498095,-4.718985932435993,9.403297688741198,,,3,0.2,expanding,Sem historico suficiente,Sem historico suficiente,Sem historico suficiente
2012-12-01,6627,8.95,4.34,89678,2.75,0.55,0.79,6897.666666666667,2.1674730917349727,6797.833333333333,1.278804131903044,2.1674730917349727,12.52085973475201,0.4399999999999995,6.199999999999999,3.79,1.1090623081065731,13618.951529888913,184294.6031835488,14281.436417494728,-3.2244883464208174,14198.21311148289,-3.90926620893427,-3.2244883464208174,6.313663157390104,,,3,0.2,expanding,Sem historico suficiente,Sem historico suficiente,Sem historico suficiente
2013-01-01,7199,8.89,4.43,90475,2.74,0.6,0.86,6873.333333333333,-0.10173925681895568,6849.333333333333,0.9184224743381986,-0.10173925681895568,12.30341471891563,0.120000000000001,6.15,3.8299999999999996,1.1186002439562897,14668.304380078464,184347.10915232656,14119.901722614668,-5.635359748553204,14212.348233499628,-4.428342630466442,-5.635359748553204,5.792603072648461,,,3,0.2,expanding,Sem historico suficiente,Sem historico suficiente,Sem historico suficiente
2013-02-01,6273,8.59,4.52,91368,2.77,0.49,0.6,6699.666666666667,-0.608248442290571,6701.666666666667,-0.07703585894981435,-0.608248442290571,11.807535579241058,-0.02999999999999936,5.82,4.029999999999999,1.1253118454200275,12705.303582896593,185056.30125332312,13664.186497621324,-6.320836676618081,13814.733721050887,-5.5179725678615625,-6.320836676618081,5.16842668627886,,,3,0.2,expanding,Sem historico suficiente,Sem historico suficiente,Sem historico suficiente
2013-03-01,7070,8.46,4.42,92337,2.73,0.55,0.47,6847.333333333333,-1.736426692178905,6872.5,0.18464977283219053,-1.736426692178905,11.68807605776907,0.46000000000000085,5.73,3.87,1.1306008110935015,14252.556477474554,186144.03217264044,13875.388146816536,-7.590648216407403,14078.412282155632,-5.42647534681614,-7.590648216407403,4.784192668892606,,,3,0.2,expanding,Sem historico suficiente,Sem historico suficiente,Sem historico suficiente
2013-04-01,7657,8.27,4.41,93417,2.67,0.61,0.55,7000.0,-1.818691850951426,6936.666666666667,-0.9754936949797677,-1.818691850951426,11.73346729340845,0.02999999999999936,5.6,3.8000000000000003,1.1368191155545158,15351.46861259152,187291.12490302496,14103.109557654223,-7.802584085538311,14111.505640134446,-6.7309152035784585,-7.802584085538311,4.920606138081096,,,3,0.2,expanding,Sem historico suficiente,Sem historico suficiente,Sem historico suficiente
2013-05-01,7699,8.15,4.42,94355,2.85,0.6,0.37,7475.333333333333,-2.163860047116317,7087.5,-1.4347302058223654,-2.163860047116317,10.951059476493974,-0.5,5.300000000000001,3.82,1.1410253462820674,15378.772675662165,188474.35976258002,14994.265921909413,-8.16325813807689,14329.226209765367,-7.29392704783598,-8.16325813807689,4.1755248446770254,,,3,0.2,expanding,Sem historico suficiente,Sem historico suficiente,Sem historico suficiente
2013-06-01,6887,7.65,4.66,95380,2.68,0.61,0.26,7414.333333333333,-2.711805099943143,7130.833333333333,-2.2459331018095496,-2.711805099943143,10.925034307910586,-1.08,4.970000000000001,4.05,1.1439920121824008,13721.12562115553,190027.72785622397,14817.122303136406,-8.690463525183645,14346.255224976472,-8.16189249748046,-8.690463525183645,3.9641031782192915,,,3,0.2,expanding,Sem historico suficiente,Sem historico suficiente,Sem historico suficiente
2013-07-01,7080,7.68,4.98,95477,2.74,0.72,0.03,7222.0,-3.672416859327754,7111.0,-2.7688521227866247,-3.672416859327754,10.974603359098033,-1.4000000000000004,4.9399999999999995,4.260000000000001,1.1443352097860555,14101.413455414682,190163.93396647283,14400.437250744124,-9.550210515021806,14251.773404199173,-8.693871444617528,-9.550210515021806,4.426479070454303,,,3,0.2,expanding,Sem historico suficiente,Sem historico suficiente,Sem historico suficiente
2013-08-01,7136,7.38,4.98,96232,2.73,0.71,0.24,7034.333333333333,-2.0196861361314933,7254.833333333333,-2.0940170940170977,-2.0196861361314933,10.743877738906281,-1.9200000000000008,4.65,4.2700000000000005,1.147081614289542,14178.920649458134,191208.7853053048,14000.486575342782,-7.879399505447948,14497.376248626097,-8.026412109460557,-7.879399505447948,4.3860993250815605,,,3,0.2,expanding,Sem historico suficiente,Sem historico suficiente,Sem historico suficiente
2013-09-01,6762,7.27,5.11,97369,2.77,0.71,0.35,6992.666666666667,4.399323181049075,7203.5,0.6145680564285216,4.399323181049075,9.97424834534324,-1.92,4.5,4.4,1.1510963999395554,13388.937685538382,192793.17857189983,13889.7572634704,-1.5956975180623334,14353.439783303402,-5.390041237595411,-1.5956975180623334,3.8879121991761023,,,3,0.2,expanding,Sem historico suficiente,Sem historico suficiente,Sem historico suficiente
